Assemblage_Name	7904201-0-8796763	0-0-9872281	2989326-4740063-8820117	4-2-1	1379634-151562-7688862	0-0-7242556	1379634-7433155-830219	1379634-7433155-4867603	0-1918052-3	2609812-7433155-830219	1627570-4740063-8820117	0-0-433435	0-218504-3	0-7433155-1	0-2-2656488	1563630-7433155-830219	1379634-8771533-830219	1379634-2421813-1	4-2-1816812	0-0-3	0-2-8820117	0-4495461-2251294	0-0-5374190	2989326-5984114-8820117	0-0-2251294	809429-215372-5374190	1379634-7433155-1	0-0-8796763	0-3601636-4	3798206-5224314-8193297	0-2-1	0-2-4	828719-7433155-830219	2989326-2-8820117	1298303-7433155-830219	3-4-3	1379634-9329444-7688862	1379634-7433155-6228581	965778-2-8820117	1379634-7433155-7688862	820725-7433155-6228581	3798206-0-8193297	0-2-3938687	0-218504-7638130	820725-3710457-6228581	296210-4-3	0-0-9210596	5145313-7433155-7688862
assemblage-140-181	0	0	0	38	7	0	4	0	0	0	0	0	0	0	0	20	17	27	0	0	0	11	0	3	26	0	0	134	0	0	0	0	29	42	0	0	0	0	0	95	0	0	0	0	0	0	0	30
assemblage-557-4	15	0	0	0	0	8	0	46	0	58	6	32	0	0	0	26	0	0	0	0	0	0	68	0	0	25	0	142	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	19	21
assemblage-512-314	0	0	0	55	0	0	110	0	0	0	0	0	0	0	0	7	18	21	0	0	0	25	0	0	26	0	0	48	0	0	0	0	29	54	0	0	0	0	0	53	11	0	0	0	2	0	0	41
assemblage-514-344	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	34	0	0	0	151	0	0	0	0	0	7	0	0	0	0	0	137	0	0	0	0	0	0	0	31
assemblage-175-445	0	0	18	7	0	0	0	11	0	9	0	0	0	0	0	72	0	0	0	0	0	0	13	19	20	0	0	152	0	0	0	0	0	10	22	0	0	0	0	93	0	0	0	0	0	0	0	23
assemblage-397-246	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	5	51	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	39
assemblage-205-122	0	0	0	61	0	0	81	0	0	0	0	0	9	0	0	0	0	22	6	40	35	0	0	0	15	0	0	0	21	0	11	0	8	3	0	0	0	75	13	24	9	0	22	21	0	0	0	22
assemblage-367-437	0	0	0	50	0	0	113	0	0	0	0	0	0	0	0	6	29	26	0	0	0	15	0	0	29	0	0	45	0	0	0	0	30	39	0	0	0	0	0	75	4	0	0	7	0	0	0	27
assemblage-418-466	14	0	0	0	0	9	0	26	0	53	15	17	0	0	0	44	0	0	0	0	0	0	120	0	0	40	0	90	0	0	0	0	0	0	0	0	4	0	0	22	0	0	0	0	0	0	16	30
assemblage-253-543	8	5	0	0	0	0	0	36	0	71	19	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	90	0	0	0	0	0	0	0	0	10	0	0	118	0	0	0	0	0	0	0	40
assemblage-272-504	0	27	0	0	0	0	0	87	0	19	151	0	0	0	0	18	0	0	0	0	0	0	56	0	40	0	0	82	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
assemblage-206-315	0	0	0	65	0	0	106	0	0	0	0	0	0	0	0	0	0	38	0	5	0	0	0	0	53	0	0	0	0	0	0	0	23	11	0	0	0	17	0	55	39	0	32	10	12	0	0	26
assemblage-54-275	0	0	0	58	0	0	58	0	0	0	0	0	7	0	0	0	0	25	9	62	24	0	0	0	9	0	0	0	17	0	15	0	11	16	0	0	0	63	14	27	11	0	20	13	0	0	0	20
assemblage-179-176	0	0	0	33	0	0	4	0	10	0	0	0	39	0	0	0	0	0	0	58	17	0	0	0	0	0	49	0	32	14	74	18	0	0	0	0	0	58	0	19	0	12	0	0	0	8	0	49
assemblage-262-337	0	0	0	60	0	0	79	0	0	0	0	0	0	0	0	0	0	30	0	8	0	0	0	0	52	0	0	0	0	0	0	0	0	28	0	0	0	15	0	81	64	0	20	19	0	0	0	29
assemblage-17-525	0	0	0	37	9	0	0	0	0	0	0	0	0	0	0	22	5	35	0	0	0	12	0	40	22	0	0	67	0	0	0	0	51	67	0	0	0	0	0	75	0	0	0	0	0	0	0	40
assemblage-16-386	0	0	0	48	0	0	0	0	23	0	0	0	10	26	5	0	0	0	0	69	0	0	0	0	0	0	46	0	8	17	52	35	0	0	0	34	0	13	0	0	0	48	0	0	0	27	0	28
assemblage-41-161	0	0	0	29	0	0	0	0	28	0	0	0	23	14	2	0	0	0	0	87	0	0	0	0	0	0	45	0	11	15	49	30	0	0	0	41	0	7	0	0	0	45	0	0	0	23	0	38
assemblage-56-272	0	0	0	62	0	0	92	0	0	0	0	0	0	0	0	0	0	36	0	14	0	0	0	0	67	0	0	0	0	0	0	0	17	15	0	0	0	12	0	32	51	0	40	6	17	0	0	39
assemblage-43-510	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	22	0	0	120	0	0	0	0	0	0	9	0	0	0	0	133	0	0	0	0	0	0	0	9
