Assemblage_Name	4-2-1	1379634-7433155-830219	1379634-7433155-4867603	2609812-7433155-830219	1627570-4740063-8820117	1563630-7433155-830219	0-0-3	0-7369661-8796763	0-0-5374190	2989326-5984114-8820117	0-0-2251294	1379634-7433155-1	0-0-8796763	0-2-1	828719-7433155-830219	0-0-4690881	2989326-2-8820117	1298303-7433155-830219	1379634-7433155-6228581	1379634-7433155-7688862	820725-7433155-6228581	3798206-0-8193297	4715882-0-8796763	296210-4-3	5145313-7433155-7688862
assemblage-27-11	0	0	0	0	0	87	0	0	0	55	0	0	151	0	0	0	0	0	0	78	0	0	0	0	129
assemblage-557-4	0	0	0	56	0	0	0	0	74	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	205
assemblage-110-484	71	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	303
assemblage-495-71	54	64	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	274
assemblage-370-377	60	79	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	245
assemblage-257-485	55	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	92	0	0	0	0	241
assemblage-43-510	0	0	0	0	0	0	0	43	119	0	0	0	119	0	0	0	0	0	0	128	0	0	0	0	91
assemblage-503-458	70	74	0	0	0	0	0	0	0	0	0	0	50	0	0	0	62	0	0	54	0	0	0	0	190
assemblage-382-222	0	0	0	0	0	0	50	0	0	0	0	0	0	49	0	0	0	0	75	0	0	0	0	0	326
assemblage-318-317	59	95	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	245
assemblage-60-371	67	94	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	60	0	0	0	0	224
assemblage-305-353	0	0	0	99	0	0	0	0	121	0	0	0	94	0	0	0	0	0	0	95	0	0	0	0	91
assemblage-88-467	0	0	0	0	0	0	64	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	353
assemblage-59-177	0	0	0	91	0	0	0	0	105	0	0	0	100	0	0	0	0	0	0	101	0	0	0	0	103
assemblage-89-165	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	73	0	0	0	0	269
assemblage-104-150	0	0	71	0	153	0	0	0	0	0	56	0	86	0	0	0	0	0	0	0	0	0	0	0	134
assemblage-310-389	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	69	0	0	0	0	317
assemblage-228-120	0	0	0	0	0	0	51	0	0	0	0	0	0	72	0	0	0	0	51	0	0	0	0	0	326
assemblage-317-551	0	97	0	0	0	0	0	0	0	0	0	0	53	0	0	0	58	0	0	68	0	0	0	0	224
assemblage-264-337	0	0	0	0	0	0	64	0	0	0	0	56	0	0	0	0	0	0	0	0	0	60	0	0	320
assemblage-498-215	0	0	0	0	0	0	0	0	90	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	327
assemblage-74-242	0	76	0	0	0	0	0	0	0	0	0	0	71	0	37	0	49	0	0	65	0	0	0	0	202
assemblage-550-296	68	84	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	63	0	0	0	0	238
assemblage-341-120	0	0	0	0	64	0	0	0	90	0	0	0	97	0	0	0	0	0	0	61	0	0	0	0	188
assemblage-427-28	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	187	0	0	0	0	53
assemblage-23-550	0	0	0	0	0	0	81	0	0	0	0	0	0	43	0	0	0	0	0	0	0	91	0	0	285
assemblage-549-220	47	0	0	0	0	0	60	0	0	0	0	0	0	55	0	0	0	0	0	0	0	42	0	44	252
assemblage-487-526	0	0	0	0	0	0	64	0	0	0	0	76	0	52	0	0	0	0	0	0	0	54	0	0	254
assemblage-450-504	0	62	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	313
assemblage-358-202	61	77	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	90	0	0	0	0	206
assemblage-16-386	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436
assemblage-371-0	0	0	0	0	0	48	0	0	0	0	0	0	162	0	0	0	0	0	0	145	0	0	0	0	145
assemblage-41-161	0	0	0	0	0	0	108	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	346
assemblage-319-44	0	0	0	0	0	68	0	0	0	54	0	0	180	0	0	0	0	0	0	110	0	0	0	0	88
assemblage-415-48	60	102	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	289
assemblage-318-79	0	0	0	77	0	0	0	0	115	0	0	0	104	0	0	0	0	0	0	97	0	0	0	0	107
assemblage-56-272	64	74	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	304
assemblage-463-509	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	134	0	0	0	0	206
assemblage-332-165	0	0	0	0	0	0	0	0	115	0	0	0	105	0	0	0	0	0	0	55	0	0	0	0	225
assemblage-169-244	0	0	0	0	0	0	74	0	0	0	0	0	0	63	0	0	0	0	0	0	0	61	0	0	302
assemblage-334-259	0	0	0	0	0	0	0	0	124	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	276
assemblage-459-462	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	91	0	0	0	0	271
assemblage-415-147	0	0	0	77	0	0	0	0	75	0	0	0	148	0	0	0	0	0	0	82	0	0	0	0	118
assemblage-499-118	49	0	0	0	0	0	60	0	0	0	0	0	0	50	0	0	0	0	0	0	0	63	0	51	227
assemblage-514-344	0	0	0	0	0	45	0	0	0	0	0	0	137	0	0	0	0	0	0	164	0	0	0	0	154
assemblage-203-119	44	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	287
assemblage-382-271	45	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	309
assemblage-4-267	0	0	0	74	0	0	0	0	91	0	0	0	130	0	0	0	0	0	0	61	0	0	0	0	144
assemblage-195-90	0	0	0	0	0	0	77	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	375
assemblage-371-7	0	0	0	0	0	0	64	0	0	0	0	0	0	75	0	0	0	0	66	0	0	0	0	0	295
assemblage-542-512	77	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	274
assemblage-400-103	0	0	0	95	0	0	0	0	108	0	0	0	91	0	0	0	0	0	0	93	0	0	0	0	113
assemblage-28-501	0	0	0	0	0	0	48	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	371
assemblage-553-171	0	0	0	0	0	0	64	0	0	0	0	0	0	90	0	0	0	0	40	0	0	0	0	0	306
assemblage-361-395	52	92	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	45	0	0	0	0	223
assemblage-166-418	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	114	0	0	0	0	283
assemblage-1-545	0	0	0	0	0	68	0	0	0	0	0	0	166	0	0	0	0	0	0	118	0	0	0	0	148
assemblage-191-153	65	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	283
assemblage-376-500	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	435
assemblage-532-484	0	0	0	0	0	0	0	0	106	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	301
assemblage-199-314	0	0	0	0	0	0	84	0	0	0	0	61	0	51	0	0	0	0	0	0	0	63	0	0	241
assemblage-433-224	52	80	0	0	0	0	0	0	0	0	0	0	52	0	0	0	60	0	0	61	0	0	0	0	195
assemblage-193-377	0	0	0	0	0	0	54	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	368
assemblage-384-121	0	0	0	0	0	95	0	0	0	0	0	0	132	0	0	0	0	75	0	95	0	0	53	0	50
assemblage-21-476	0	0	201	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	166	0	0	0	0	63
assemblage-358-343	66	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	64	0	0	0	0	248
assemblage-134-396	0	0	0	0	0	0	0	0	85	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	338
assemblage-39-157	0	0	54	74	0	0	0	0	95	0	0	0	116	0	0	0	0	0	0	85	0	0	0	0	76
assemblage-147-487	0	0	0	0	0	74	0	0	0	0	0	0	153	0	0	0	0	0	0	105	0	0	0	0	168
assemblage-182-505	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	78	0	0	0	0	304
assemblage-58-38	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	394
assemblage-487-321	0	73	0	0	0	0	0	0	0	0	0	0	50	0	0	0	66	0	0	70	0	0	0	0	241
assemblage-280-260	0	0	0	0	0	0	0	0	76	0	0	0	158	0	0	0	0	0	0	91	0	0	0	0	175
assemblage-520-211	0	0	0	0	0	0	54	0	0	0	0	0	0	56	0	0	0	0	0	0	0	57	0	58	275
assemblage-367-437	52	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	287
assemblage-289-370	0	0	0	0	0	0	50	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	363
assemblage-548-445	72	78	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	54	0	0	0	0	210
assemblage-442-254	68	54	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	73	0	0	0	0	250
assemblage-507-375	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	72	0	0	0	0	313
assemblage-347-511	0	0	0	0	0	0	65	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	381
assemblage-317-82	0	0	0	0	0	80	0	0	0	0	0	0	115	0	0	0	0	0	0	116	0	0	0	0	189
assemblage-175-445	0	0	0	0	0	73	0	0	0	0	0	0	169	0	0	0	0	0	0	99	0	0	0	0	159
assemblage-547-348	0	0	0	0	0	58	0	0	0	0	0	0	184	0	0	0	0	0	0	83	0	0	0	0	175
assemblage-215-182	0	65	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	287
assemblage-109-497	63	114	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	263
assemblage-312-233	61	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	284
assemblage-145-187	0	0	0	87	0	0	0	0	72	0	0	0	105	0	0	0	0	0	0	102	0	0	0	0	134
assemblage-222-367	0	0	0	0	0	76	0	0	0	0	0	0	111	0	0	0	0	0	0	110	0	0	0	0	203
assemblage-73-392	0	0	0	0	0	89	0	0	0	0	0	0	113	0	0	0	0	0	0	117	0	0	0	0	181
assemblage-164-243	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	92	0	0	0	0	283
assemblage-70-395	0	0	0	0	0	0	59	0	0	0	0	0	0	55	0	0	0	0	0	0	0	101	0	0	285
assemblage-382-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	233	0	0	0	0	48
assemblage-224-182	56	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	287
assemblage-407-135	0	0	0	0	0	0	0	0	102	0	0	0	159	0	0	0	0	0	0	85	0	0	0	0	154
assemblage-301-330	76	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	284
assemblage-449-539	0	0	0	0	0	0	0	0	95	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	290
