Assemblage_Name	4-2-1	1379634-7433155-830219	1379634-7433155-4867603	2609812-7433155-830219	1627570-4740063-8820117	1563630-7433155-830219	0-0-3	0-7369661-8796763	0-0-5374190	2989326-5984114-8820117	0-0-2251294	1379634-7433155-1	0-0-8796763	0-2-1	828719-7433155-830219	0-0-4690881	2989326-2-8820117	1298303-7433155-830219	1379634-7433155-6228581	1379634-7433155-7688862	820725-7433155-6228581	3798206-0-8193297	4715882-0-8796763	296210-4-3	5145313-7433155-7688862
assemblage-87-488	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	128	0	0	0	0	100
assemblage-531-487	0	0	0	0	0	0	0	0	131	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	265
assemblage-38-390	0	0	0	0	0	77	0	0	0	0	0	0	161	0	0	0	0	0	0	101	0	0	0	0	161
assemblage-168-13	59	79	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	55	0	0	0	0	232
assemblage-46-192	0	0	0	0	0	77	0	0	0	0	0	0	144	0	0	0	0	0	0	100	0	0	0	0	179
assemblage-418-466	0	0	0	0	0	0	0	0	124	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	276
assemblage-478-124	57	0	0	0	0	0	63	0	0	0	0	54	0	0	0	0	0	0	0	0	0	57	0	0	269
assemblage-402-441	0	0	0	0	0	0	61	0	0	0	0	67	0	57	0	0	0	0	0	0	0	44	0	0	271
assemblage-186-472	0	0	0	0	0	68	0	0	0	0	0	0	185	0	0	0	0	0	0	77	0	0	0	0	170
assemblage-360-392	0	0	0	0	0	0	80	0	0	0	0	75	0	0	0	0	0	0	0	0	0	39	0	0	306
assemblage-482-354	0	0	63	60	0	0	0	0	87	0	0	0	137	0	0	0	0	0	0	81	0	0	0	0	72
assemblage-139-207	64	85	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	79	0	0	0	0	215
assemblage-140-315	0	0	0	0	0	0	62	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	364
assemblage-470-12	66	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	296
assemblage-193-195	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423
assemblage-376-410	0	0	0	0	0	0	59	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	377
assemblage-78-228	56	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	103	0	0	0	0	219
assemblage-16-184	55	78	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	301
assemblage-425-519	0	0	57	0	0	0	0	0	121	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	237
assemblage-244-520	0	0	0	123	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	118
assemblage-226-522	57	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	317
assemblage-174-563	0	0	0	0	0	0	0	0	98	0	0	0	127	0	0	0	0	0	0	117	0	0	0	0	158
assemblage-19-46	57	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	70	0	0	0	0	248
assemblage-43-492	0	97	0	0	0	0	0	0	0	0	0	0	46	0	0	0	62	0	0	53	0	0	0	0	242
assemblage-372-376	0	0	0	0	0	96	0	0	0	0	0	0	152	0	0	0	0	0	0	120	0	0	0	0	132
assemblage-474-461	0	0	0	94	0	0	0	0	97	0	0	0	122	0	0	0	0	0	0	79	0	0	0	0	108
assemblage-150-149	0	0	0	0	0	0	0	0	108	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	280
assemblage-140-181	52	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	100	0	0	0	0	229
assemblage-502-336	58	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	114	0	0	0	0	221
assemblage-414-199	0	0	0	0	0	67	0	0	0	0	0	0	149	0	0	0	0	0	0	119	0	0	0	0	165
assemblage-329-4	0	0	0	0	0	0	0	0	98	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	258
assemblage-181-499	51	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	120	0	0	0	0	215
assemblage-401-415	0	67	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	86	0	0	0	0	273
assemblage-472-231	78	72	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	68	0	0	0	0	221
assemblage-274-469	0	0	0	59	0	0	0	0	105	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	251
assemblage-428-490	59	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	294
assemblage-504-536	0	0	0	0	0	73	0	0	0	0	0	0	134	0	0	0	0	0	0	116	0	0	0	0	177
assemblage-548-241	0	0	0	0	0	0	64	0	0	0	0	0	0	69	0	0	0	0	58	0	0	0	0	0	309
assemblage-471-17	0	0	0	0	0	0	60	0	0	0	0	0	0	47	0	0	0	0	62	0	0	0	0	0	331
assemblage-437-337	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	102	0	0	0	0	282
assemblage-452-490	0	0	0	0	0	0	0	0	127	0	92	0	184	0	0	0	0	0	0	0	0	0	0	0	97
assemblage-558-564	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	111	0	0	0	0	0	0	45
assemblage-236-133	60	99	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	65	0	0	0	0	229
assemblage-87-180	50	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	307
assemblage-123-530	0	0	0	0	0	69	0	0	0	0	0	0	168	0	0	0	0	0	0	154	0	0	0	0	109
assemblage-223-147	0	0	0	0	0	0	61	0	0	0	0	0	0	46	0	0	0	0	47	0	0	0	0	0	346
assemblage-363-193	57	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	315
assemblage-253-543	0	0	0	59	0	0	0	0	110	0	0	0	115	0	0	0	0	0	0	108	0	0	0	0	108
assemblage-123-433	62	72	0	0	0	0	0	0	0	0	0	0	50	0	0	0	51	0	0	48	0	0	0	0	217
assemblage-481-437	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	107	0	0	0	0	277
assemblage-547-301	0	0	0	0	0	0	0	0	102	0	0	0	144	0	0	0	0	0	0	89	0	0	0	0	165
assemblage-466-173	0	105	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	252
assemblage-90-117	0	0	0	0	0	0	45	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	375
assemblage-507-38	0	0	0	0	0	77	0	0	0	0	0	0	172	0	0	0	0	0	0	85	0	0	0	0	166
assemblage-290-390	0	0	0	0	0	81	0	0	0	0	0	0	132	0	0	0	0	0	0	103	0	0	0	0	184
assemblage-295-155	0	0	0	0	0	0	0	0	85	0	0	0	162	0	0	0	0	0	0	122	0	0	0	0	131
assemblage-345-134	0	0	0	0	0	0	0	0	102	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	302
assemblage-252-498	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	342
assemblage-79-456	0	0	0	0	0	0	70	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	369
assemblage-242-324	0	0	0	0	0	0	0	0	125	0	61	0	188	0	0	0	0	0	0	0	0	0	0	0	126
assemblage-271-236	0	0	0	0	0	0	49	0	0	0	0	0	0	74	0	0	0	0	60	0	0	0	0	0	317
assemblage-19-73	0	0	0	0	0	0	82	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	364
assemblage-375-375	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	104	0	0	0	0	301
assemblage-191-384	0	0	0	0	0	0	0	0	72	0	0	0	145	0	0	0	0	0	0	117	0	0	0	0	166
assemblage-172-530	0	0	0	0	0	0	0	0	142	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	268
assemblage-11-354	55	103	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	55	0	0	0	0	212
assemblage-66-394	46	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	300
assemblage-91-232	0	0	0	0	52	0	0	0	103	0	0	0	102	0	0	0	0	0	0	54	0	0	0	0	189
assemblage-287-93	0	0	0	67	0	0	0	0	109	0	0	0	91	0	0	0	0	0	0	123	0	0	0	0	110
assemblage-108-510	53	89	0	0	0	0	0	0	0	0	0	0	60	0	0	0	55	0	0	47	0	0	0	0	196
assemblage-163-239	68	63	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	75	0	0	0	0	200
assemblage-294-181	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	95	0	0	0	169	0	0	0	0	48
assemblage-199-470	50	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	74	0	0	0	0	241
assemblage-136-103	45	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	109	0	0	0	0	233
assemblage-272-504	0	0	102	0	158	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	165
assemblage-295-454	57	103	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	43	0	0	0	0	225
assemblage-253-329	0	0	0	0	47	0	0	0	120	0	0	0	89	0	0	0	0	0	0	57	0	0	0	0	187
assemblage-11-347	63	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351
assemblage-210-310	0	0	0	79	0	0	0	0	97	0	0	0	132	0	0	0	0	0	0	74	0	0	0	0	118
assemblage-146-158	0	85	0	0	0	0	0	0	0	0	0	0	63	0	0	0	65	0	0	66	0	0	0	0	221
assemblage-513-71	0	0	180	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	159	0	0	0	0	81
assemblage-206-315	73	84	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	61	0	0	0	0	216
assemblage-152-514	54	84	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	56	0	0	0	0	244
assemblage-17-525	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	74	0	0	75	0	0	0	0	283
assemblage-345-248	0	0	62	0	0	0	0	0	107	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	232
assemblage-94-195	0	0	0	60	0	0	0	0	99	0	0	0	120	0	0	0	0	0	0	96	0	0	0	0	125
assemblage-164-276	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426
assemblage-54-275	67	68	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	231
assemblage-411-526	54	0	0	0	0	0	73	0	0	0	0	71	0	59	0	0	0	0	0	0	0	0	0	0	243
assemblage-272-264	46	95	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	61	0	0	0	0	237
assemblage-394-123	59	92	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	266
assemblage-463-403	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	72	0	0	0	0	294
assemblage-227-255	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	59	0	0	67	0	0	0	0	254
assemblage-61-169	59	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	102	0	0	0	0	216
assemblage-561-176	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	116	0	0	0	0	93
assemblage-231-263	79	73	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	56	0	0	0	0	214
assemblage-119-243	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	425
assemblage-154-193	0	0	0	0	0	0	74	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	377
assemblage-184-540	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	49	0	0	69	0	0	0	0	280
assemblage-335-60	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	165
assemblage-160-544	0	0	0	0	0	0	45	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	380
assemblage-307-556	60	89	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305
assemblage-17-233	0	0	86	0	0	0	0	0	115	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	223
assemblage-50-286	0	0	0	0	0	0	0	0	74	0	0	0	142	0	0	0	0	0	0	127	0	0	0	0	157
assemblage-215-76	0	0	42	48	0	0	0	0	98	0	0	0	135	0	0	0	0	0	0	89	0	0	0	0	88
assemblage-215-521	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	123	0	0	0	0	260
assemblage-179-176	0	0	0	0	0	0	49	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	387
assemblage-354-149	0	0	0	0	0	0	0	0	101	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	323
assemblage-100-4	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	183	0	0	0	0	65
assemblage-391-70	0	0	0	0	0	79	0	0	0	0	0	0	130	0	0	0	0	0	0	116	0	0	0	0	175
assemblage-179-171	60	89	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	251
assemblage-325-79	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	70	0	0	0	0	324
assemblage-246-329	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	428
assemblage-397-246	0	0	0	0	0	67	0	0	0	0	0	0	157	0	0	0	0	0	0	120	0	0	0	0	156
assemblage-156-333	0	0	0	0	0	86	0	0	0	0	0	0	130	0	0	0	0	0	0	107	0	0	0	0	177
assemblage-520-334	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	428
assemblage-512-314	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	60	0	0	0	0	285
assemblage-149-471	64	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	309
assemblage-164-565	0	110	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	340
